,company,year,EoF for SCR (£m),Excess of assets over liabilities (£m) [= equity],GWP (£m),NWP (£m) ,SCR (£m),SCR coverage ratio,Total assets (£m),Total liabilities (£m),"Gross BEL (inc. TPs as whole, pre-TMTP) (£m)",Gross claims incurred (£m),Gross combined ratio,Gross expense ratio,"Net BEL (inc. TPs as a whole, pre-TMTP) (£m)",Net combined ratio,Net expense ratio,Pure gross claims ratio,Pure net claims ratio
1287,38,2018,1017.5559601475272,4071.2262888935834,4720.203774416391,1666.572447024221,3786.532326399192,1.5962831746493984,3315.0246769875284,9464.478495343028,355.12181275195917,380.0384312139624,1.334053224442619,0.3671900039594076,443.2567429953032,1.5755789264779407,0.6196850331902254,0.1374596937798384,0.1624151838519858
1288,38,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.6173937080737,57.23373090848368,1.637039010933619,0.4262568564854773,265.98932076446766,0.35871889944111346,0.04601389427057351,0.5645130228888517,0.05446521492847129
1289,38,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758.4259049725812,360.05221926158185,1.08753781155183,0.578936459374456,18.294425652325746,1.3796840254830922,0.20185817139186085,0.917995523224003,0.20819304690182416
1290,39,2016,16.81003126974627,85.58441619987043,10.848545842716101,13.762178706966408,24.119044736900396,1.6168150481658363,82.4397758893121,5.432103243014633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291,39,2017,48.43453471352119,86.72749996333243,0.4275717415692988,10.188173827397826,43.75454383827762,0.838626000894036,120.14685020466908,4.6972138589495325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1292,39,2018,18.21270657738945,44.6735207765651,0.6447906066456012,15.638916945062123,24.026329449797775,3.306786148428111,79.07231092186267,5.290702458292411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1293,39,2019,10.36509771025161,45.61716369516154,9.39316842373279,2.067377095779198,4.805434471939356,2.6725495467738867,100.36670138364309,1.2862895137076449,1.1742758971581255,0.20953493759052302,2.4210686243525474,5.539255254534976,0.34804068745589833,13.162527971123874,47.12734208766317,1.0433721208816225,1.0676687431718124
1294,39,2020,35.149384402833086,94.81458733023102,11.471267800377452,2.173034065579946,27.68342846806645,5.31728637277628,127.8390679043438,0.22178405680759,8.629520419691323,3.527486213735923,2.8561217747656684,0.7790473860051302,4.117357219918947,7.5665217063589045,4.742521499168047,0.23090116127969787,0.19894346780880634
1300,40,2016,275.2519150477252,383.2774708920068,2358.1393576258383,166.5612746283721,623.3370942532949,0.7257592226144176,2011.174642264097,1418.5832011241193,11.450745146345493,5.419214771792497,2.482768616609424,0.5415397188720835,10.753347530036786,0.5189454224036015,0.122185601098376,1.1364869198835839,1.2060383359979145
1301,40,2017,982.7204510840168,279.62256198140267,1632.5891389804829,950.7997612655337,268.80415242329195,1.3759803582539032,1872.3494596785351,1123.2754475826184,84.04510866837504,17.511764996897984,0.09868780531675124,0.6682816052062451,65.23975873866212,0.7208026296757281,0.34414081893057413,0.09580235256546361,0.20457426542853507
1302,40,2018,516.2135070680383,164.98153201319064,1456.8395090490783,392.34006729561906,608.8589308642732,1.4018341982258542,775.4292600954274,1748.3845023638546,94.47493560421786,135.94371177111802,0.018239362562551688,0.35232095759171816,111.81969903594721,0.9662044288283026,0.6761680937588189,1.1067921220263441,0.5240519538999533
1303,40,2019,589.9266906817174,344.0760342559383,2236.499604489239,397.22508348524656,443.9037646166389,1.3549051973045245,1753.482754930064,2299.4440934968766,215.86093876280606,33.34602913001793,1.449156731248338,0.6183151281379332,66.74183668790188,0.7063634150679049,0.5506097949170687,0.8643186262743611,0.9788434103690423
1304,40,2020,278.8445311075053,519.5103628685356,806.816024814479,497.18149686206084,231.3152372630016,2.933597984336858,196.8367498256003,3452.2896790704103,156.99863610707817,204.02093789498448,0.7239829634975938,0.6588441580177884,121.28478440378235,2.6005211821910827,0.5483784842277788,1.4110288075325554,0.7349092551718917
1305,41,2016,2.384259757146495,1.4373133109989353,6.706059698079624,8.506529710005234,2.4663708486728506,5.775230170529846,10.995711713611854,1.4430198942715218,3.582990044960869,2.5771345271776647,0.513579515785292,0.3071968261868505,11.149315948506683,0.6056616883593778,0.10804169811279339,0.901910600736419,0.21906314542262978
1306,41,2017,10.948274185210668,3.1385753751166976,2.19161802884525,8.613482930657888,0.7080877970598582,0.9458290536770722,11.270476392152096,1.1301535840149581,4.072579237212134,37.386513078852076,1.2782085763138071,0.2045176480712101,0.4654478110556803,1.5284255591827731,0.38302191168253397,1.3681345083519816,1.3689141532284486
1307,41,2018,0.020391818742701406,6.695120640614092,1.1916680672981097,2.801571558645042,0.32240223901294834,1.8056079679783361,5.614217226164205,1.6243413206012316,3.266988047613414,21.96375984019895,0.4363810677047519,0.12063599737244422,7.621022216296781,0.8749944498373777,0.18279874684547257,0.8513591027594405,0.22167887879940482
1308,41,2019,2.270760772837166,8.070911525299028,9.842621471600467,4.662741725821059,3.0555064881661815,3.1591672312832877,8.280757928647784,0.827444779467103,8.322705289139892,14.343727013249971,0.11919773352585752,0.12654617450501354,8.63666660436196,0.9711069594247261,0.26257816743394474,0.5408712166633943,1.0983474299940337
1309,41,2020,5.593872781521084,9.133821249683413,3.995602490387353,2.945604299016451,1.4303609614742372,2.902703765558853,10.877967049483013,0.3308639469182602,8.275613533573228,0.5428587097120295,0.18569627890319576,0.44382122943697183,3.379697930148363,0.2654618168388011,0.04953435224998122,0.03188119728409612,0.030734037533193762
1310,42,2016,129.01097394666098,32.7309612057501,0.0,0.0,41.444783506906155,2.9248623055171517,232.50809408394213,532.378805427656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1311,42,2017,88.3332544141102,127.2923387822206,372.318179075095,4.844294021339932,76.4315303213912,0.13339614459180432,1139.156287887446,225.13906419000503,7.268084838551755,85.96860233444237,0.7597434776379879,0.7356953391429575,25.16201629647654,1.4045405503396091,0.8304179739181099,0.11663727721957533,0.3575580383681049
1312,42,2018,52.88254417906655,66.8311115400639,87.55851429875861,25.741005836353207,64.41619126157448,1.7935140381740184,667.9057561004188,746.9385633943908,14.75188794123448,175.5525079036728,0.4995927257918195,0.40696898675988097,18.296832111908067,1.061098337413145,0.21750538107397116,0.12621837605670144,0.14570126516805526
1313,42,2019,46.423727509141784,85.36546249030904,415.2054244676039,45.98162836050399,27.00525884138241,2.3215280803097067,1201.8032805479213,955.9417299719835,-1.849282892269048,79.91932118598001,0.2687707198129207,0.7119000228363412,-7.6087225567758185,0.14326411371231626,0.28580936151076214,0.4130036382121947,0.5974236631830147
1314,42,2020,77.22628395377563,84.48992916472871,421.3415322705052,32.63289678435826,36.00320599617816,1.92230252114282,624.1004663294814,40.89106806452923,-17.250891553167843,246.16583957864378,1.6642569415949666,0.8412896928039109,-65.65831375630533,1.2474962822075861,0.6930269036898289,0.7225353374395241,0.4136640544408281
1315,43,2016,2.5997448292734147,4.418782094350258,0.0,0.0,3.6201909841570528,2.8362161351329584,64.16716193398419,51.10891768870378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1316,43,2017,3.419204289010441,4.886002212431542,0.0,0.0,2.554780297890449,3.350860910550126,62.57591896832624,61.856777480152445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317,43,2018,2.8295636162321496,1.0609553585146287,0.0,0.0,2.123101400778093,3.542829163484041,73.37545521488808,52.42460104655238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1318,43,2019,2.8157410739809157,6.471003984438636,0.0,0.0,2.765866114438836,3.405360074241467,36.28970497936617,71.65266909960295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1319,43,2020,2.152491186470486,6.095644425308666,0.0,0.0,1.5253845416948266,1.9483082021853073,37.68833125632883,62.374946352961274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1320,44,2016,8.691901645840987,5.2697170121165176,5.173198329779604,27.308944495581702,4.205173587935255,3.9445190098329754,40.27134004439335,160.11932482175916,-0.9807608728987549,0.43647656080286573,2.0205140717907093,0.392896226391481,-0.5435085516742072,2.138577467231226,0.7888990693198249,0.0343562560769317,1.3127301975264227
1321,44,2017,7.869230241362248,11.11229210745969,1.1359842889487952,0.22994639268802014,2.319659129016647,2.9853305263225116,85.59979410763309,198.40103760068902,-0.6621589325667605,0.09635201136879215,2.724424577877283,0.7700783468624899,-0.8345376297396171,1.4222421434452004,0.5731843686958262,0.47700365184031474,1.0850045327077533
1322,44,2018,8.214344837971682,7.339227836172482,6.500751645384326,9.131889712848505,3.203243635730726,3.3650566806406266,125.01130587427012,211.95038068111685,-0.09083802055233138,0.1483789608858884,1.162217241749883,0.22749707198840133,-0.674523104908446,0.2641225752964321,0.18722819783914812,0.35465943280850104,0.3278474932736508
1323,44,2019,0.7045575030142414,11.541632895201927,0.8688463900316896,24.112221687302547,2.886528850000031,1.247474526546319,27.914536718737978,244.23221178819182,-0.6188101107952557,0.23468415609787732,0.12763397237663163,0.17571740697122828,-0.14326789304913193,0.1556388215868812,0.7163170409803237,0.175993290240067,0.37945540457433913
1324,44,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029493458118619174,0.3589212282388729,1.4651043447252607,0.09603057989746858,-0.04697183020193477,1.4299831847445983,0.09392244537955824,0.28986030594161494,0.13489197589107232
1325,45,2016,148.7766784810219,118.6355712649509,6.665661868191227,7.262022255549913,46.15755128433774,0.5751439653103378,107.24581679491881,3.9057181219129937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1326,45,2017,85.46265551345736,136.67397749124527,117.81111979570011,53.661088054433876,23.75224729100834,1.049817742400287,208.81091728260327,35.76635598548937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1327,45,2018,76.05334311543034,125.81237255337419,131.35804443845703,73.45227174741585,129.37943408813803,1.8236568183895445,568.2014879286843,381.4324807589665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1328,45,2019,72.52804069494184,161.04899983498365,819.651912718221,79.71867008797244,77.35864919993374,0.2639140719339446,267.7483546349297,687.5008300797047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1329,45,2020,215.30140294773585,96.65982954165187,740.5663630408662,58.911767812431975,179.07624923049823,0.5504242431323202,60.39684635984808,559.391474124179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1330,46,2016,56.26460916997269,1.2816136397844011,45.79260384861113,1.1405586065721867,11.141265371872805,14.95176583605599,64.9774634449483,55.53697573804997,9.99657981588158,-0.6800468731733894,0.0,0.0,2.497669370583491,0.0,0.0,0.0,0.0
1331,46,2017,45.0973308963235,81.50734670202661,219.72717972662286,1.0323470238055745,1.460374549397222,10.353082962108845,133.00235539039068,65.78504768513974,3.6850634555086503,-2.068243889000734,0.0,0.0,2.738300374879885,0.0,0.0,0.0,0.0
1332,46,2018,109.47771554102474,35.798839621675675,73.56903765263091,4.890262777035606,10.191678127311889,5.727322912925575,211.4255162838045,98.17812639691225,0.923288587548455,-6.002648425918023,0.0,0.0,0.8333881722351817,0.0,0.0,0.0,0.0
1333,46,2019,1.290026759828201,15.608207461943076,189.59348275670737,6.4345829990296854,5.212056538896638,2.4473751083831505,143.5689478554758,122.44877704331246,1.3487202934835305,0.8563031589044612,0.0,0.0,2.7838761111869292,0.0,0.0,0.0,0.0
1334,46,2020,29.9622281763607,16.683396549787915,214.1319493159104,3.6256270861306192,4.126801010722163,6.254549594256381,171.88615700915676,145.8944037614632,2.1830639399089984,0.03810086188158075,0.0,0.0,2.3930167266531686,0.0,0.0,0.0,0.0
1335,47,2016,128.28059901753127,132.91258072213535,0.0,0.0,10.793445583650081,4.089764942010515,131.4912354153737,3188.683288143163,365.0415769087737,47.631198332254485,2.795713513467577,0.939478047069544,47.93178166028104,3.811384805945705,0.12934902827305605,3.246913172267136,3.283589025523745
1336,47,2017,13.224384895017673,70.86650153720555,172.0218875796612,327.8320765577887,16.674994804955354,0.14968175053516825,2676.0254351428757,1976.7340909078794,242.05817439450664,-12.201303381127738,-0.09757468667082102,0.18246424538912775,108.96954295049441,-0.038424196316841526,0.10643785926590262,-0.64301161814083,-0.44310508237530033
1337,47,2018,52.320459690100094,131.14442735281358,478.2855274944499,118.62132582040404,2.9743398643102252,0.5454892697825414,3201.8456644583225,1582.3039145776847,212.13558062769536,-22.589951937242162,-17.55095741157826,4.391155687141257,36.28792628139482,7.144685326980582,-0.07126716623356324,-30.177364304870906,11.510895706301246
1338,47,2019,38.29165899341771,26.54487670235942,251.6245220918376,378.2454469351732,0.2964290219099468,5.10788281461537,2324.9376745022605,3572.5338226992026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1339,47,2020,27.897160996584216,17.720901483664612,572.2460561764522,1289.3137848111805,2.6737045041951872,7.538695486536298,3549.838361409663,3108.3048460484197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1340,48,2016,89.92290899485849,2.006177512924636,37.301118780406256,3.5980482240340645,111.59434674448285,1.610623420404341,276.5719737700227,0.9469439456656717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1341,48,2017,127.65736366542087,39.7070709888232,1.20925313024638,81.40116939011324,93.41620038441276,1.239201029152929,157.38790020050808,194.76721661461067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1342,48,2018,170.59847394574018,22.40642818966452,268.24812448907096,218.37645077633678,115.70930113637824,2.0766615549762775,241.06886690013403,231.8352675633468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1343,48,2019,140.9195168640077,183.95110081737712,232.23501727541813,204.7015139765419,32.304527935931574,2.924426523137724,476.7583460277971,30.75274868768795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1344,48,2020,162.9782063190254,138.20521635676351,113.3834820143319,68.17854333545951,69.85984721165535,2.6560268207729134,422.15087635642305,47.328584252840294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1345,49,2016,0.13536823516712257,4.779209265779046,8.706364877850062,0.7302511486088225,1.5156342481798517,2.208212768597545,14.377652922351205,0.12029395996809325,801.908639377345,-11.810687288387015,-0.04042027679395021,4.405223835344675,40.813307350632726,0.00960257436946203,8.652603762569377,-4.430001199880542,-10.36083992072825
1346,49,2017,8.1738008852592,1.1808119272493187,2.0496083766016078,3.624008933515387,3.8450769101056066,0.3625192842340338,61.81889266180186,37.61727618943074,313.47266761222295,-18.740862663724236,-1.3243852531699165,0.6571544819291568,48.63386567861942,-5.568479321786909,3.199008235904874,-4.057142370688797,-6.168574685110297
1347,49,2018,12.069890161551458,1.6034290400619549,3.7636884380190447,4.053652871232579,3.030973212333613,2.6482357718420833,29.001334813538996,35.122176039041186,2312.4481468525023,1586.3817987893187,1.44847814227611,0.013500159282391174,768.0071529995903,1.4284555373675782,0.0011039854504633342,1.2858650561089269,0.7638672933185991
1348,49,2019,7.299807253312803,5.94131087235,7.523229250091311,4.942245410226674,2.54420728187731,2.0992443924985476,28.174896323384484,45.41182887952988,2789.559351759141,596.4430739946625,2.084806336810895,-0.014095069618166266,1129.71896970605,0.9059882954973227,0.05832711236454355,0.5222949174874503,2.4425181139161958
1349,49,2020,4.915335446787802,1.5720506192498733,5.186922992607871,4.234015215519812,6.067793859752223,3.0957824491153154,17.491526741292798,21.204983312510905,2077.1038882283733,-2.120253404149437,0.32520426648950235,0.46643266989758153,271.05888770290494,0.004842738799777634,1.285019355679142,-0.09969414176948688,-1.1819277923314144
1355,50,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.957687165276095,0.008390514071757412,0.40916447534333344,0.536564450333742,-5.611380496561298,-34.569161980351595,-79.60387191063724,0.00015928215456881368,-7.240301338570577e-05
1356,50,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9209422213564223,0.181250075394245,0.0801551154595226,0.0703356204491358,-31.934117826845576,-1.1376559021066994,-1.1759760945037678,0.0005610578808748689,-0.0006462850601794566
1357,50,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-156.50305116160675,13.673679040956475,0.8419104671478723,0.5305129368727881,-53.716586431951605,-0.15645225724706324,-0.18779077298282182,0.03202042834259852,-0.10312329505674371
1358,50,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63.15903486444298,0.07649996269759472,0.1453163205306196,0.12424864482073264,-41.166656678687524,1.2625815822992152,1.4341193394331686,0.00054579357391924,-4.130721358105953e-07
1359,50,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-146.20807749149117,-0.7545021289929345,0.04940769886988743,0.5883865969682969,-76.18970348831812,0.4419639321160977,0.20798923342294448,-0.004421203091539224,-0.003588298023755507
1360,51,2016,0.7738568320541407,17.596740535236357,0.0,0.0,9.381618187316773,0.3391388710865411,8036.167880879756,8126.484312919246,610.0695246760822,12.259449023688497,-0.5363575700321828,-30.692808044652367,1.357912861212306,13.257027964505095,-7.126420067637022,-43.2529687608846,20.59570552611158
1361,51,2017,21.156379917155395,18.467730280156733,675.1412136410212,427.48882550378266,12.507524505289458,0.06221003017130921,6989.52307070343,12674.306788279568,169.11765661018342,-10.194532043900708,-50.9915230836142,65.78758664094013,261.3640467964402,-1.371817908457908,-4.179441041937517,-277.1098790068791,1.0460800053003014
1362,51,2018,2.119465356069594,2.5176934608482826,4289.494824471314,3812.0314431591923,8.730373391178672,1.15235728016172,16291.86984671837,13836.714418528602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1363,51,2019,6.827484536510269,8.798236800124455,6855.903432804299,5655.158597712683,3.9536657730259663,0.882184853833049,19467.556457659517,13789.810770754371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1364,51,2020,1.555642621217925,2.3024657366439345,2524.6160780767045,3789.8827108453943,4.4768328770204,2.4322845877456967,32271.717901244814,20522.31796944707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1365,52,2016,14.369368595826735,11.056279293079353,0.0,0.0,6.021218421039726,2.983462854476892,55.52874567290111,14.136120886906944,3080.6027589756636,739.407306171898,0.34275448382372126,0.23934988505716207,1979.7432497165814,0.4919918921112185,0.0163594247947851,0.7512960529407358,0.4051847164463851
1366,52,2017,2.9485820144962807,0.39792529934751153,15.760565028075202,16.69885580813945,6.440014116827387,3.4256319032320857,9.343124432058948,5.991318580283765,1704.615512634266,2373.620757100314,1.466276746000071,0.46364418304206667,6165.416602363783,1.3174596463690054,0.34829178933993826,1.2500374329105794,1.111680790044244
1367,52,2018,18.149481160288612,10.660280253818115,39.635634846819556,5.860633419715946,0.5526880133944685,5.7085245935060644,16.9628414273914,41.03481266740615,4958.680341704381,1464.804196155263,1.9491272682221263,0.16181671227019964,4998.977580453359,1.1501767672907366,0.4950443219928916,0.49740480069437576,1.0132150763429444
1368,52,2019,6.884171793995064,14.956125469579378,11.335933196531819,1.0523225488829644,3.71882969878561,3.551378379996167,0.5713273276058628,14.958708057283284,7394.536801387713,2771.217903943465,0.14214525420974308,0.17114584193637913,2147.5116068325583,0.5323961665681763,0.28068355324217625,0.43396359791144634,0.9411253887290564
1369,52,2020,20.131555949955416,14.249742156123457,2.9196674020201843,0.7719175290612278,4.497713320818515,2.6439028749117712,23.477269341572118,13.669222815210059,7724.639060913993,1783.5411126504005,1.1581957470025324,0.1511323473540812,5539.66859837531,2.51412975859551,0.19474867803076645,1.317521668633847,0.5850929428242158
1370,53,2016,868.3853414908086,27.96715969015483,181.0438803452494,10.989733475659992,258.8156740131349,2.7862508631138456,2397.620573482082,6290.764793286341,3.6145778680965748,1.1258558685626952,0.4880188482657164,0.021766225225081256,0.6834573922097947,1.8752296426542627,0.02886226544448188,0.4235283046442198,0.8711647997423612
1371,53,2017,697.3233043569709,227.70148604231932,1774.372541590705,437.27818767254365,381.41287011679816,0.49611806929653185,6659.098657704738,19469.470037691914,2.0215156152690437,2.339556321180235,1.067547395410875,0.013931900294212608,2.9439603233260874,0.5745304764945992,0.05517285379760672,0.7275050870520607,1.1545676733920873
1372,53,2018,454.8949048909956,867.0046731802885,26.0918011634423,129.12709315573738,411.218780274073,0.24990360250700436,13930.257954764626,19571.5511311853,1.061119521085376,5.5254451771805275,0.16417377198967179,0.06782307961641972,2.7524813023047314,1.0867047139147334,0.08697714454866885,0.5152820421274237,0.4450023401345205
1373,53,2019,457.5886817090385,207.0734174629286,114.2275728213401,8.291445513895889,21.84974524898982,31.260450417671386,7565.440384983595,18049.300910260583,3.18770362073605,7.404675433646676,0.31164366358774825,0.39406360429415227,4.144075800620846,1.5426941647730015,0.49294641402702044,1.0916762653186525,0.7663331249161051
1374,53,2020,288.5590881505276,199.2663536294843,219.3230398223688,-2.1128918642860355,32.21711177529238,21.777136675723714,11715.204671495054,6809.672248137305,2.2067200241300844,6.116390710075655,0.7847390486072905,0.2485755945554336,11.91211717267587,1.4073733365989223,0.483825367152099,0.5479189030710884,0.8068933790966547
1375,54,2016,94.83908099328623,253.74686619010524,241.79705548829378,126.28616001649043,271.4179721350132,0.5292996174641472,964.8345570429165,278.0543574616416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1376,54,2017,377.0078227272091,718.1262533975192,112.36559158650805,348.99318440408337,3.3001664648815385,1.0867966021029232,1527.9784790456406,684.058421209115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1377,54,2018,478.8686706797522,485.3230015144795,440.9960956974432,390.9020363930857,429.4448743023334,2.243307863750607,1462.4049096171693,27.226026673887315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1378,54,2019,135.750435503876,371.6408128604832,206.251904259071,128.93253509157344,140.30876818786533,0.6753764839552318,615.8393493055071,775.6700745005805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1379,54,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1380,55,2016,137.96609058989756,220.88435436438888,-19.777480182179026,1.7003590727691769,33.70402139584127,3.248976539744309,136.31590207332084,0.8679586481656615,68.16674242256575,1.5315719788147593,0.0,0.0,27.776627151200596,0.0,0.0,0.0,0.0
1381,55,2017,482.50408841822417,1174.0093286889166,-0.31044955256338824,-125.21426286140017,141.68105874419717,8.857496212066033,1072.8776415999223,30.903463215629067,61.11902117807217,2.2205085066209524,0.0,0.0,36.82119177848165,0.0,0.0,0.0,0.0
1382,55,2018,1308.7580646535039,784.9140891313847,0.4116405380852014,-5.162943621582423,121.72691883778855,2.4957059041670036,1355.498726239785,85.01844398603917,10.586720864993124,-1.1772231869245464,0.0,0.0,14.610773933502049,0.0,0.0,0.0,0.0
1383,55,2019,1225.2046805958116,1031.9043414557627,55.875681357067656,37.0003943033266,193.7369139609177,1.6434856510164209,1375.6099064629634,84.17319951717654,25.43348772109645,1.0940027423022975,-104.07424821368774,-30.502076511742388,16.90412132563935,-224.12794576807218,-95.61049936941468,-41.02894212657765,-4.736619839791686
1384,55,2020,764.5089374778313,1016.8583799738567,-8.426424558773638,-31.32979405934222,375.5770705060167,0.9026531640809692,782.6953245209891,200.87456448399328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1385,56,2016,11.288462359795346,3.2321109599958477,-0.05028224467016075,-0.051840362644759885,1.4053261619312858,12.704580479993655,19.367595048272342,13.071185861079437,2061.9340525071507,158.02613115528067,0.7268751113355962,0.09594938344476507,1086.166981971877,0.8871116922358329,0.5031903875851886,0.09646479083090712,0.35590569177965975
1386,56,2017,12.921663990441553,4.075678039296035,0.0,0.0,0.4545883362140189,9.684392947301463,5.471836475423554,0.42711799059662386,107.57687367749475,186.60048877014157,0.4859151076207038,0.30199189501019114,23.508114583183954,1.069090626368194,0.5921012329601179,0.3994400698745286,0.4031967536693776
1387,56,2018,7.495119499688124,0.5903491776879568,0.0,0.0,0.19288096796329487,25.761386396846934,12.133187791439907,6.813690016748844,1799.6897441762296,301.9991355078642,0.9947840927760109,0.5672967191320064,855.9938525345754,1.2895337686711295,0.08599085565199649,1.2355727474613223,0.005897454734945939
1388,56,2019,9.125447328215056,10.88640860735977,0.0,0.0,1.03871267850057,28.305923736989953,17.031094538214845,2.455027923135869,1088.1492865468458,217.93255239238616,2.284584886346109,0.3746089802046306,591.6047077200665,0.27130324847055937,0.05735863113510867,1.6003385708072335,0.8496779600006915
1389,56,2020,1.0300155999442284,6.730731652279859,0.0,0.0,0.39001580313284734,7.870966528900046,4.625602584113949,3.8352620744159887,528.825728382343,217.5861793315895,1.010372791215338,0.23631683345544666,26.698368288280356,0.6302261675441384,0.16244480967309277,0.016280582994481544,0.705773655372968
1390,57,2016,27.242485784240074,34.656040991794036,1.3530840806948987,17.351037136365836,5.415694581121463,0.027296601583466824,139.73347145584862,67.39475165372569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1391,57,2017,32.90871550153866,23.08674334528845,21.678643956390996,16.580216054370382,16.53030805498537,3.4699665652178178,98.16189161591569,95.13207807268023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1392,57,2018,8.063357057925925,22.470744090514298,14.919829257676103,32.54376773717505,3.2733574012939024,0.20805004613787284,101.07343789500293,22.856004151243212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393,57,2019,14.48434447807008,18.491203053770946,48.8552736515072,49.666249759805176,14.086907293977024,2.2155805750206374,1.7075201436448146,122.23229197430166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1394,57,2020,14.863812755803666,32.877491405364644,0.2561459501662327,12.703481093841972,6.159465264673625,1.4031380183526325,120.92254875690683,167.51808796116984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1395,58,2016,3.9726240911849766,1.8833529452836806,0.0,0.0,0.7304551222315288,0.15881968381841136,4.668881506782348,0.18714907225595803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1396,58,2017,7.055007314356365,2.8665765908030236,0.0,0.0,0.7370983491662083,12.866935927460196,1.0615192567816853,0.0023753523269463483,27.4707580007769,18.324425272177322,0.7658161670472643,0.508431500602685,0.9678357102269397,0.695560637568371,0.0381456320915392,0.030841494265716144,0.13219590781194795
1397,58,2018,2.1813900237070087,2.832410534870812,0.0,0.0,0.15856866062834565,2.431781693997368,0.0834036281879907,0.02577021205371997,84.95711253737139,7.656798281016348,0.776771669455126,0.16407460835966703,1.315396220186787,0.8955211132570322,0.28820327150876013,0.4953957190282451,0.20000371641713946
1398,58,2019,6.530519227686583,143.52785917108,6.135927338569354e-06,1.3139278748805506e-06,39.58006396324813,3.009484342997752,1700.084161587371,1159.5481069085338,19.45345170959228,29.2762131247734,0.8366442204343969,0.2496737686041334,0.4198757014007154,0.5427661015220819,0.653991405408151,1.411005919901023,0.011016672203152023
1399,58,2020,235.75166746378054,251.95421372015545,0.0,0.0,92.3742722926863,1.0301517156413418,662.0363494072374,742.7247705452704,39.69078450628891,34.23807427541124,0.13712812931090157,0.851683103741916,-0.029842226553415507,0.9731192687215882,1.3870949531874974,0.46944702897068386,0.23131975335927613
1400,59,2016,20.61827860122367,162.30007177939297,54.715620845426756,2.779746785256247,7.569003606504082,5.108076893396665,211.891798422955,59.68601147971221,130.9490077375882,67.77631053680591,0.2540585626853332,0.13483993135099573,8.934542316307661,1.0731312291310209,0.476110068856786,0.20258120292750234,0.1070458359015454
